dato,predicciones
vamos con fe y a gobernar bn para que deje de ser jalisco rojo inseguro y llenos de tienditas de drogas y desaparecidos a diestra y siniestra asi como el robo a autopartes mas grande del pais,negativo
viva morena,negativo
claudia  estamos con  tigo,positivo
vamos claudia delgadillo mi comunidad te respalda no te olvides,negativo
la transparencia y el compromiso de pedro con el pueblo son inspiradores cada accion que toma esta enfocada en nuestro beneficio,negativo
estamos contigo kumamoto pero te vamos a exigir resultados que realmente ayuden a solucionar trafico y delincuencia en zapopan,positivo
observar a lulu en accion me llena de esperanza su trabajo es esencial para cambiar nuestra realidad,positivo
es admirable ver a lulu como un verdadero trabajador y defensor de nuestra comunidad,negativo
quien es lulu tengo radicando en zona valle mas de 15 anos y nunca supe de ella,positivo
la vision de lulu para el futuro de nuestra comunidad es precisamente lo que nos hace falta,positivo
su determinacion por servir al pueblo es evidente y justo lo que necesitamos para liderar una transformacion real,positivo
sus propuestas y vision para el futuro son verdaderamente inspiradoras y creo firmemente que pueden marcar una diferencia significativa en nuestra comunidad,positivo
sus propuestas son prueba de su compromiso con un cambio real,positivo
alguien conoce a esa senora lulu barrera porque tengo viviendo en tlajomulco 28 anos y jamas la habia escuchado nombrar de donde salio,negativo
sus propuestas no solo son solidas sino que nacen de un genuino deseo de mejorar la vida de todos,negativo
la atencion y dedicacion que lulu muestra hacia el bienestar de nuestra gente es sinigual,positivo
lo que mas admiro de lulu es su vision para el futuro de nuestra comunidad,positivo
este es el tipo de liderazgo que puede guiar una transformacion real y duradera,negativo
deberian poner gente que en verdad tenga trayectoria en su trabajo  que se vea el compromiso y las ganas de que tlajomulco cambien,positivo
saludos a la gente del salto que llevo 5 camiones,positivo
a lulu la verdad no la conocen en tlajomulco de hecho no tiene labor de campo ni estructura,negativo
vamos lic con todo,negativo
como confiar nuestro voto a personas que salen de la nada,positivo
en tlajomulco no conocemos al,negativo
quisiera a ver el equipo de lulu,negativo
canelo castellanos son de guadalajara y el salto la prueba esta en el acarreo de ahora,negativo
karla ovan zacarias  en efecto x k lulu no trai nada,negativo
en chulavista no a hecho nada para reconocerla destacar,positivo
en tlajomulco  no conocemos a lulu ella no representa a tlajomulco candidata puesta x desazon  al igual que su planilla q esta conformada x jente de el salto y guadalajara,negativo
en tlajomulco nadie conoce a esa sra lulu  nunca ha hecho nada por nuestro municipio,negativo
en zona valle no queremos  una candidata  puesta x dedazo aparte su planilla no son jente de tlajomulco son jente impuesta  q son del salto gudalajara y otros municipios  sin con tar  q se yevaron camiones de jente acarraida de  otro municipio  lastima ver mas,negativo
pobre gente esa si esta enganada solo los van a usar con 3 regidurias no creo que les alcance  para cumplirle a la militancia eso si es triste morena de imposicion no votos para morena tlajomulco,negativo
quien es ella a que se dedica  que a echo por tlajomulco,negativo
quien es esa sra  nadie la conoce aqui en tlajomulco no nos representa,negativo
cual servicio haz hecho por el pueblo senora lulu si ahora que estuviste de regidora jamas te fuiste a parar a una colonia a ver sus nesecidades y lo que solicitan los ciudadanos gente no confien mejor vamos por los naranjas  porque con more ver mas,positivo
esa sra lulu no ha hecho nada por nuestro municipio  que no piense que va a ganar nuestro tlajomulco imposiciones de morena no las queremos  queremos gente del pueblo que gobierne  no gente de otros lados,negativo
de donde salio la candidata de morena por tlajomulco alguien sabe de ella,negativo
nadie conoce a lulu y luego trae pura gente de otros municipios no creo que haga algo por tlajomulco,negativo
laura imelda perez segura la esperanza de un futuro mejor para tlaquepaque,positivo
tenemos nuestra esperanza en ti laura,positivo
es tiempo de buenas mujeres que representen a nuestro bello estado ,positivo
es un honor ser de jalisco y estar apoyando a morena,positivo
que honor contar con tu compromiso y determinacion claudia juntos lograremos el cambioverdadero que nuestra comunidad necesita adelante,positivo
seguiremos trabajando incansablemente para hacer del cambioverdadero una realidad para todos vamos por mas,negativo
la apoyo,positivo
vamos todos con claudia delgadillo,negativo
hasta hoy dia no me he equivocado en mis presagios o premoniciones la siguiente persona que encabezara la gobernatura de mi bello estado de jalisco sera una mujer saludos y bendiciones,positivo
claudia delgadillo la primera gobernadora de jalisco,negativo
cuauhtemoc renteria montero asi sera,negativo
amen amen amen,positivo
claudia delgadillo gobernadora ,negativo
por fin alguien que viene a trabajary hacer las cosas bien,negativo
caminar a lo desconocido unos llegan otros no ir en busca de bienestar de alimentos de mandar un centavo a la familia los grandes olvidados de otras administraciones dejando pueblos fantasma sin varones sin ninas ni ninos sin madres no en busca del  ver mas,negativo
familia de abogados muy decentes y trabajadores y apoyan a los mas necesitados de la injusticiasaludos a tus hermanos que me ayudaron en un caso cuente con mi apoyo,positivo
ganaron y ganaran las claudias ,negativo
mujer de territorio no de escritorio asi la queremos ver siempre saludos desde puerto vallarta mi gober hermosa,positivo
mucho exito la apoyaremos con todo,negativo
vamos por un mejor lugar,negativo
gracias por tan grandes palabras,positivo
 es claudia delgadillo en jalisco animo la cuarta transformacion llega a jaliscovamos juntos vamos unidos con la cuarta transformacion de  mexicosomos mayorias,positivo
inclusion latransformacion megaalinza la apoyo danielgarciacoordinadordetemaseducativos claudiadelgadillogobernadora claudiasheinbaumpresidenta2024,positivo
la apoyo,positivo
deseo que tengas mucho exito en tus proyectos,positivo
la apoyo,positivo
que se vaya el naranja de una buena vez,negativo
viva claudia delgadillo como la primera gobernadora jalisco,negativo
y el pueblo tapatio unido por la 4t con claudia vamos a votar  por un cambio de gobierno,positivo
por el triunfo anticipado felicidades,positivo
dios la cuide bonito dia jalisco con usted,positivo
votaporelcambio  la apoyo respaldo total desde arandas,positivo
100 morena,positivo
triunfado como siempre la apoyo,positivo
viva morena que esta ayudando a mucha gente grande que no tenia para comer viva morena y arriba morena estado de mexico viva mexico con lopez obrador,positivo
 viva la 4t  vivan las claudias  viva amlo ,negativo
viva morena es tiempo de las mujeres en jalisco y en todo el paiis,negativo
sin duda es el tiempo de la 4t el cambio es inevitable,positivo
los jovenes respaldamos contundentemente,positivo
con usted va a progresar nuestro estado jalisco se va a transformar,negativo
con morena nos ira mejor claudia es la mera mera,negativo
se les acabo a la naranja podrida este 24 es tiempo de morena jalisco con claudia,negativo
dios la acompane y la bendiga siempre,positivo
claudia el pueblo te respalda,negativo
el pueblo es sabio y sabe que claudia es la mejor opcion  ya no nos dejemos enganar  tuvieron su oportunidad y no resolvieron las  problematicas de la entidad  con claudia  tendremos una gobernadora que le entra al trabajo y armonia con la transformacion del pais ,positivo
con todo el poder del pueblo mi candidata,negativo
claudia usted sera nuestra gobernadora,negativo
estimada claudia sabes quienes han los malos y peores gobiernos en tecolotlan estan atras y de lado del buen candidato  que representa a morena y claro a las pruebas me remito me toco venir a limpiar tanta deuda en imss banobras laudos y resolu ver mas,negativo
esas son las ganas de trabajar y de ver a un mexico diferente bonita su trayectoria mas bonito ver a una mujer emprendedora felicidades saludos,positivo
vamos morena juntos por el cambio de mexico si se puede,positivo
primera gobernadora de jalisco claudia claudia  ra ra ra,negativo
saludos claudia,positivo
en cada rincon del estado tiene nuestro carino,negativo
en cada rincon de nuestro estado la apoyamos,positivo
claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudia claudiaclaudia claudia claudia,positivo
la mejor opcion esclaudia  apoyo total,positivo
vamos por la victoria morena en jalisco sera realidad,positivo
juntos por un cambio morena claudia delgadillo proxima gober,positivo
lo compartimos con mucho gusto saludos,positivo
se ve se siente claudia esta presente,negativo
quienes la conocemos sabemos que su palabra es garantia,negativo
las mujeres en el centro,negativo
tenemos fe en usted,positivo
asi es la victoria  vamos todos con morena viva claudoa nuestra candidata a gobernadora,positivo
excelente tlaquepaque con claudia,positivo
porfavor eso no es la 4ta trasformacion es una priista delo peor asi no podemos seguir asiendo historia,positivo
fuerza jovenes de morena  esclaudia morena la esperanza de jalisco asi sera guarden este comentario,positivo
todo jalisco es territorio amlomorena y el voto sera para la candidata de morena claudia delgadillo,negativo
apoyo para morena y claudia si que si,positivo
todos con morena no hay de otra la transformacion del estado es inevitable,negativo
excelente claudia es la mejor,positivo
dios la bendiga,positivo
eres una mujer guerrera que todo para delante y sin miedo y sin mirar atras claudia delgadillo  mil bendiciones,positivo
vamos al triunfo claudia gobernara,positivo
tecolotlan se suma con claudia delgadillo y claudia shembaum,negativo
morena se lleva esta eleccion sin despeinarse senores no hay oposicion esclaudia,negativo
se requiere no solo de un mayor numero de elementos sino que estos sean los mejores en su area la apoyo,positivo
no existe paz publica sin seguridad publica un policia honesto es un policia con garantias de equipo armamento salario patrullas uniformes mandos capacitados y justos claudiasheinbaumpresidenta2024 claudiadelgadillogobernadora latransformacion mae ver mas,negativo
isabel vargas ibarra vamos a trabajar para garantizar la paz y seguridad de todas y todos en jalisco,negativo
deberia ser uno por cada 500 mejores salarios uniformes con nombre por que no les dan vehiculos que sirvan no juguetes que sean propios para la zonas dale oportunidadad a policias comunitarios,positivo
con capacitacion y mas elementos en jalisco se vera la diferencia  claudia delgadillo proxima gobernadora de jalisco,positivo
saludos desde los altos de jalisco aqui la respaldamos y la defenderemos,positivo
rafa quinones saludos a toda la gente de los altos vamos todos,positivo
voy con mi claudia querida,positivo
la apoyo,positivo
viva la cuarta tranfomacion esclaudia,negativo
lo compartimos con mucho gusto lider,negativo
giovanna regina lopez saludos,positivo
licenciada claudia delgadillo gonzalez primera gobernadora de jalisco,negativo
seguimos con morena y la 4t,negativo
puro morena y mi presidente obrador,negativo
claudia te amlo  y asi sera siempre total apoyo y respaldo,positivo
mario cardenas,negativo
vamos mi lider  proxima gobernadora,negativo
mayra valadez,negativo
bello realmente hermoso solo el amor engendra la maravilla respetotrabajo y amor viva mi jalisco lindo y querido con claudia delgadillo vamos a ganar,positivo
lo mejor esta por venir pura 4t vamos arriba en las encuestas,negativo
hola dios la ilumina en su trayecto este ano sera historico,positivo
salvador figueroa muchisimas gracias confio en que asi sera fuerte abrazo,positivo
animo mi claudia,positivo
